developer_id,age,gender,city,state,marital_status,education_level,company_type,company_size,job_role,employment_type,experience_years,salary_lpa,years_in_current_company,promotion_last_2_years,remote_work_ratio,weekly_work_hours,weekend_work_frequency,night_shift_frequency,layoffs_seen_in_company,number_of_switches,primary_language,tech_stack,ai_tools_usage_hours_per_week,upskilling_hours_per_week,leetcode_problems_solved,certifications_count,side_projects_count,github_activity_score,interview_preparation_hours_weekly,stress_level,burnout_score,anxiety_score,sleep_hours,caffeine_intake_per_day,work_life_balance_rating,imposter_syndrome_score,social_media_usage_hours,physical_activity_days_per_week,therapy_or_counseling,layoff_anxiety_score,ai_replacement_fear_score,job_security_confidence,emergency_savings_months,linkedin_job_search_activity,applied_jobs_last_30_days,burnout_risk_category,likely_to_switch_job,mentally_exhausted,high_layoff_risk
Dev02697,34,Male,Ahmedabad,Gujarat,Divorced,B.Tech,Service-Based,1001-5000,Backend Developer,Full-Time,0.5,3.5,0.5,No,36,51.1,Rarely,Rarely,Yes - Moderate (5-20%),2,Kotlin,Spring/Coroutines/Gcp,1.1,9.3,493.0,2.0,1.0,8.2,3.5,4.5,3.3,3.0,6.2,3.0,7.8,5.7,1.8,1,No,5.6,6.7,6.7,8.0,,3,Medium,No,Yes,No
Dev02698,21,Female,Hyderabad,Telangana,Single,B.Sc Cs,Startup,1-10,Full Stack Developer,Full-Time,1.2,4.26,1.2,Yes,100,54.3,Sometimes,Sometimes,Yes - Major (>20%),1,Python,Flask/Redis/Aws,2.7,9.2,16.0,0.0,1.0,38.8,2.4,5.5,6.4,3.9,3.5,3.0,6.7,1.8,1.0,2,No,6.4,10.0,6.2,3.0,Medium,3,Medium,No,Yes,No
Dev02699,31,Male,Mumbai,Maharashtra,Single,B.Tech,Service-Based,5000+,Backend Developer,Freelance,2.1,8.57,2.1,Yes,15,35.0,Sometimes,Never,Yes - Moderate (5-20%),3,Java,Microservices/Kafka/Docker,1.3,4.3,324.0,3.0,1.0,35.3,10.7,1.6,1.9,1.5,8.5,2.0,8.6,4.6,1.4,3,Yes - Occasionally,2.5,3.7,7.5,7.0,,3,Low,No,No,No
Dev02700,35,Female,Gurugram,Haryana,Single,M.Tech,Startup,11-50,Android Developer,Full-Time,7.4,28.21,1.0,No,0,41.6,Sometimes,Never,Yes - Minor (<5%),1,Javascript,React/Node/Firebase,0.8,5.6,588.0,0.0,1.0,12.7,0.4,4.4,4.4,3.2,4.4,3.0,7.5,6.6,1.7,4,No,4.5,7.4,8.2,12.0,Low,2,Low,No,Yes,No
Dev02701,30,Male,Hyderabad,Telangana,Married,B.Tech,Service-Based,1001-5000,Cloud Engineer,Full-Time,1.5,10.45,0.8,No,3,40.2,Always,Sometimes,Yes - Minor (<5%),2,Typescript,React/Graphql/Aws,0.4,2.1,39.0,1.0,3.0,24.3,8.3,5.5,3.5,3.9,5.9,1.0,8.9,8.5,2.1,2,Yes - Occasionally,6.6,10.0,5.3,2.0,Medium,4,Low,No,No,No
Dev02702,34,Female,Pune,Maharashtra,Married,B.Tech,Product-Based,201-1000,Full Stack Developer,Freelance,0.9,19.07,0.9,Yes,98,32.0,Never,Never,No,6,Kotlin,Android/Jetpack/Firebase,1.3,0.6,104.0,2.0,2.0,35.1,2.6,4.1,2.8,2.1,5.1,2.0,9.5,4.7,1.6,3,No,3.8,7.6,8.7,6.0,,1,Low,No,No,No
Dev02703,38,Female,Mumbai,Maharashtra,Divorced,B.Sc Cs,Service-Based,1001-5000,Product Manager,Full-Time,13.7,29.25,0.6,No,2,36.2,Never,Never,No,4,Javascript,React/Node/Firebase,6.7,3.8,146.0,3.0,1.0,,13.7,5.1,3.5,2.3,6.9,2.0,7.0,5.1,0.9,4,No,1.6,2.1,10.0,14.0,Very High,6,Low,Yes,No,No
Dev02704,33,Male,Bengaluru,Karnataka,Single,B.E,Service-Based,201-1000,Devops Engineer,Freelance,6.3,17.59,3.4,No,0,44.9,Often,Never,Yes - Minor (<5%),1,Javascript,React/Node/Firebase,4.5,3.7,,1.0,3.0,23.7,1.3,4.9,3.9,4.2,7.0,0.0,6.1,5.3,2.1,4,Yes - Occasionally,5.4,5.1,8.1,20.0,,1,Low,No,Yes,No
Dev02705,29,Male,Bengaluru,Karnataka,Married,B.Sc Cs,Startup,11-50,Android Developer,Contract,4.4,47.61,1.2,No,78,37.3,Rarely,Never,Yes - Minor (<5%),5,Java,Spring Boot/Mysql/Aws,5.5,7.9,33.0,2.0,1.0,54.2,0.4,4.3,5.0,3.9,5.9,1.0,4.9,4.3,3.5,1,No,2.7,8.3,9.3,5.0,,5,Medium,No,Yes,No
Dev02706,33,Male,Bengaluru,Karnataka,Single,B.Tech,Startup,1-10,Frontend Developer,Full-Time,1.8,28.09,1.8,Yes,39,57.4,Never,Sometimes,Yes - Moderate (5-20%),3,Scala,Play/Slick/Aws,8.4,1.1,64.0,1.0,0.0,18.8,0.7,6.1,8.8,7.5,3.5,4.0,3.8,2.5,2.9,2,Yes - Regularly,5.9,5.6,4.6,5.0,High,9,High,Yes,Yes,No
Dev02707,29,Non-Binary,Chennai,Tamil Nadu,Single,Phd,Service-Based,5000+,Cloud Engineer,Full-Time,9.2,17.51,1.8,Yes,15,58.6,Sometimes,Rarely,Yes - Minor (<5%),4,Python,Pytorch/Kubernetes,4.6,9.5,44.0,3.0,4.0,20.2,1.4,5.6,5.9,5.3,7.3,0.0,5.8,7.4,1.7,1,No,6.4,8.8,5.2,9.0,Medium,3,Medium,No,Yes,No
Dev02708,28,Male,Bengaluru,Karnataka,Single,Mca,Government/Psu,1001-5000,Data Engineer,Full-Time,1.6,10.87,0.6,No,45,39.0,Rarely,Never,Yes - Moderate (5-20%),3,Go,Echo/Redis/Gcp,3.1,7.8,284.0,1.0,3.0,17.0,4.4,4.7,3.6,4.7,6.6,4.0,8.7,5.6,6.4,2,Yes - Occasionally,6.0,9.2,6.7,1.0,,3,Low,No,No,No
Dev02709,26,Male,Bengaluru,Karnataka,Single,B.Tech,Product-Based,1001-5000,Frontend Developer,Full-Time,5.5,26.36,0.6,Yes,84,44.7,Sometimes,Rarely,No,1,Javascript,Vue/Django/Postgresql,8.5,6.5,455.0,2.0,1.0,55.0,0.8,4.2,3.4,3.9,4.7,3.0,7.3,2.9,2.0,4,No,3.5,3.7,6.3,5.0,Very High,10,Low,Maybe,No,No
Dev02710,36,Male,Hyderabad,Telangana,Single,B.Sc Cs,Product-Based,1001-5000,Qa Engineer,Freelance,5.7,35.29,0.5,Yes,100,86.5,Often,Often,No,3,Python,Pandas/Spark/Airflow,5.0,1.0,124.0,0.0,0.0,56.8,8.4,7.6,10.0,6.2,5.4,5.0,4.4,3.0,0.4,2,Yes - Occasionally,4.2,3.1,7.7,2.0,Very High,4,High,Maybe,Yes,No
Dev02711,24,Male,Bengaluru,Karnataka,Single,B.Tech,Service-Based,1001-5000,Android Developer,Full-Time,3.6,21.3,3.5,No,58,59.3,Often,Never,Yes - Major (>20%),8,Python,Flask/Redis/Aws,5.7,1.9,145.0,0.0,2.0,9.3,1.4,7.1,7.0,6.0,4.8,3.0,4.4,7.5,0.3,3,No,5.0,7.4,6.3,9.0,Medium,4,High,Maybe,Yes,No
Dev02712,36,Male,Bengaluru,Karnataka,Single,Mca,Product-Based,1001-5000,Full Stack Developer,Full-Time,12.5,54.7,3.1,No,36,42.1,Rarely,Sometimes,No,2,Javascript,React/Node/Firebase,3.0,2.7,98.0,1.0,0.0,50.9,2.7,3.3,1.4,2.1,8.7,4.0,7.1,3.9,3.8,3,No,2.4,2.7,8.3,3.0,Medium,5,Low,No,No,No
Dev02713,31,Female,Kolkata,West Bengal,Single,B.Sc Cs,Startup,11-50,Data Scientist,Full-Time,1.0,12.54,0.7,No,99,40.9,Often,Rarely,Yes - Moderate (5-20%),0,Python,Pandas/Spark/Airflow,2.9,0.0,29.0,3.0,3.0,38.2,0.2,4.9,6.2,3.5,7.1,1.0,6.1,5.4,2.9,2,No,5.5,6.3,8.4,3.0,High,8,Low,Yes,No,No
Dev02714,21,Male,Bengaluru,Karnataka,Single,B.Tech,Product-Based,5000+,Backend Developer,Full-Time,7.7,25.65,0.5,Yes,58,38.4,Always,Never,Yes - Minor (<5%),1,Scala,Play/Slick/Aws,3.3,1.1,26.0,0.0,1.0,2.7,2.3,4.0,3.0,4.7,5.3,3.0,8.3,6.3,2.1,3,No,2.6,4.7,7.7,1.0,,4,Low,No,No,No
Dev02715,30,Female,Chennai,Tamil Nadu,Single,B.Tech,Product-Based,1001-5000,Frontend Developer,Full-Time,4.3,33.97,0.8,No,58,51.3,Never,Often,No,2,Java,Microservices/Kafka/Docker,1.7,5.5,85.0,3.0,1.0,27.5,4.4,3.3,3.6,2.2,5.5,2.0,7.9,7.0,3.8,3,Yes - Occasionally,3.2,5.6,7.4,,Low,5,Low,No,No,No
Dev02716,21,Male,Pune,Maharashtra,Single,B.Tech,Service-Based,1001-5000,Backend Developer,Full-Time,4.5,18.49,2.1,No,21,49.7,Sometimes,Rarely,No,0,Dart,Flutter/Firebase/Bloc,4.6,4.3,39.0,1.0,1.0,51.5,3.1,5.7,4.2,4.2,5.6,2.0,6.0,4.5,1.3,3,Yes - Occasionally,2.4,4.3,8.8,1.0,Low,5,Low,No,No,No
Dev02717,31,Male,Chennai,Tamil Nadu,In A Relationship,Mca,Startup,51-200,Ml Engineer,Contract,19.8,64.61,1.6,Yes,76,59.7,Sometimes,Never,No,1,Javascript,Node/Express/Mongodb,3.6,14.6,79.0,1.0,0.0,14.2,3.3,6.1,6.2,4.6,6.4,3.0,5.2,3.3,1.1,4,Yes - Occasionally,5.1,2.5,7.4,4.0,Low,5,Medium,No,Yes,No
Dev02718,33,Male,Mumbai,Maharashtra,In A Relationship,B.Tech,Freelance,1-10,Devops Engineer,Full-Time,4.7,27.49,4.7,No,96,43.5,Sometimes,Never,No,1,Java,Hibernate/Oracle/Jenkins,0.8,0.9,149.0,1.0,0.0,34.4,2.7,3.7,5.7,6.1,5.1,2.0,5.3,5.7,3.8,3,No,4.4,6.0,7.7,4.0,Low,3,Medium,No,No,No
Dev02719,25,Male,Hyderabad,Telangana,Single,B.Tech,Startup,51-200,Sre,Full-Time,7.6,45.64,1.0,No,17,66.7,Rarely,Sometimes,Yes - Minor (<5%),2,Python,Flask/Redis/Aws,5.8,3.6,265.0,2.0,4.0,37.1,16.2,6.2,6.4,6.6,7.6,2.0,5.8,6.4,1.0,1,Yes - Regularly,1.9,3.1,8.9,4.0,,7,Medium,Maybe,Yes,No
Dev02720,29,Female,Delhi,Delhi,In A Relationship,B.E,Product-Based,1001-5000,Ml Engineer,Full-Time,2.6,29.25,1.7,Yes,84,45.5,Never,Rarely,Yes - Moderate (5-20%),4,Go,Fiber/Postgresql/Docker,4.1,0.1,108.0,2.0,2.0,69.0,1.5,4.7,3.5,2.4,6.1,1.0,7.9,4.6,1.6,1,No,4.6,4.8,6.3,8.0,Low,5,Low,No,No,No
Dev02721,38,Female,Pune,Maharashtra,Married,Mca,Service-Based,201-1000,Frontend Developer,Full-Time,8.8,28.82,0.8,No,5,50.3,Always,Never,Yes - Moderate (5-20%),1,Python,Flask/Redis/Aws,1.3,4.4,115.0,1.0,1.0,62.3,2.0,3.5,5.2,2.8,3.9,2.0,6.7,4.7,1.4,2,No,3.6,4.9,5.5,1.0,Medium,4,Medium,No,No,No
Dev02722,25,Male,Delhi,Delhi,Single,B.Tech,Product-Based,1001-5000,Backend Developer,Full-Time,7.5,40.16,3.4,No,15,34.3,Never,Never,Yes - Minor (<5%),3,Go,Fiber/Postgresql/Docker,1.0,0.6,52.0,1.0,3.0,39.9,1.9,2.2,2.9,1.7,7.5,1.0,8.1,5.5,,1,No,4.7,5.1,8.1,5.0,Very High,3,Low,No,No,No
Dev02723,22,Male,Pune,Maharashtra,Single,M.Tech,Service-Based,1001-5000,Cybersecurity Analyst,Full-Time,15.5,27.36,4.2,No,42,48.4,Sometimes,Never,Yes - Major (>20%),0,Typescript,React/Graphql/Aws,1.3,0.5,216.0,2.0,1.0,2.2,0.9,2.2,3.1,3.9,5.9,1.0,6.8,4.5,2.5,1,Yes - Regularly,4.0,2.3,7.1,2.0,High,4,Low,No,No,No
Dev02724,36,Male,Coimbatore,Tamil Nadu,Divorced,B.Tech,Freelance,1-10,Data Scientist,Full-Time,12.6,37.39,2.5,No,90,59.5,Rarely,Sometimes,Yes - Major (>20%),4,Java,Spring Boot/Mysql/Aws,3.5,2.9,119.0,,1.0,35.3,1.4,5.1,6.2,4.9,6.1,,4.8,6.4,7.2,2,Yes - Regularly,7.0,5.0,4.6,2.0,Medium,4,High,Maybe,Yes,No
Dev02725,38,Female,Gurugram,Haryana,Married,M.Tech,Service-Based,1001-5000,Qa Engineer,Full-Time,2.7,10.99,2.7,No,0,35.5,Rarely,Never,No,2,Javascript,Vue/Django/Postgresql,0.8,2.1,376.0,,2.0,0.0,2.3,4.9,3.1,4.1,7.5,1.0,7.8,3.4,1.9,3,Yes - Occasionally,5.4,6.2,5.1,4.0,Medium,2,Low,No,Yes,No
Dev02726,28,Female,Jaipur,Rajasthan,Married,Mba Tech,Product-Based,1001-5000,Backend Developer,Full-Time,3.6,42.64,0.6,Yes,58,40.7,Rarely,Rarely,Yes - Moderate (5-20%),3,Kotlin,Spring/Coroutines/Gcp,4.9,3.0,131.0,1.0,4.0,12.2,3.1,5.5,3.7,3.6,6.3,,6.5,4.1,1.8,3,Yes - Regularly,3.7,2.8,7.4,14.0,,3,Low,No,Yes,No
Dev02727,33,Female,Mumbai,Maharashtra,Married,M.Tech,Service-Based,5000+,Data Scientist,Contract,11.0,24.2,0.8,No,83,60.9,Rarely,Never,No,4,Php,Laravel/Mysql/Nginx,1.9,0.1,121.0,1.0,0.0,25.4,1.3,5.7,5.3,4.9,7.5,4.0,7.4,5.4,1.4,2,No,3.7,3.6,7.1,2.0,,2,Medium,No,No,No
Dev02728,35,Male,Pune,Maharashtra,Single,M.Tech,Product-Based,1001-5000,Full Stack Developer,Full-Time,6.3,55.56,3.4,No,59,41.8,Sometimes,Never,Yes - Minor (<5%),2,Php,Wordpress/Php8/Redis,15.9,0.4,58.0,1.0,1.0,17.2,1.7,5.2,2.6,3.5,6.6,1.0,7.5,4.2,1.0,4,Yes - Regularly,3.0,4.0,7.8,6.0,,5,Medium,No,No,No
Dev02729,24,Male,Noida,Uttar Pradesh,Single,B.Tech,Service-Based,5000+,Backend Developer,Contract,3.4,14.0,2.9,No,45,40.3,Sometimes,Sometimes,Yes - Minor (<5%),2,Javascript,React/Node/Firebase,7.7,0.4,137.0,1.0,2.0,,2.4,3.4,2.0,4.3,6.6,3.0,8.4,5.5,3.7,2,No,3.6,4.3,7.8,1.0,High,5,Low,No,Yes,No
Dev02730,25,Male,Ahmedabad,Gujarat,Single,M.Tech,Service-Based,201-1000,Android Developer,Full-Time,1.3,8.53,1.3,No,23,37.7,Sometimes,Rarely,Yes - Minor (<5%),3,Javascript,Vue/Django/Postgresql,1.5,0.7,153.0,1.0,0.0,35.0,9.0,3.1,1.5,4.4,8.2,1.0,10.0,5.8,1.4,4,No,4.9,7.3,8.3,3.0,Medium,3,Low,No,No,No
Dev02731,34,Male,Jaipur,Rajasthan,Single,B.Tech,Service-Based,201-1000,Data Scientist,Freelance,3.9,20.55,1.3,No,23,47.5,Never,Never,Yes - Moderate (5-20%),2,Python,Django/Fastapi/Postgres,6.0,2.8,45.0,0.0,2.0,15.3,2.6,3.5,2.7,2.6,8.0,2.0,9.1,6.0,1.1,4,No,3.4,4.3,8.3,4.0,High,11,Low,Maybe,No,No
Dev02732,37,Male,Hyderabad,Telangana,Single,B.Tech,Consulting,51-200,Full Stack Developer,Full-Time,5.0,77.51,1.6,No,16,45.5,Rarely,Never,No,1,Swift,Ios/Combine/Aws,8.6,2.9,24.0,3.0,1.0,28.8,1.9,4.4,3.1,4.4,5.2,4.0,9.1,5.7,0.9,4,No,4.2,4.4,8.1,5.0,High,4,Low,No,No,No
Dev02733,31,Male,Gurugram,Haryana,Single,B.E,Service-Based,1001-5000,Cloud Engineer,Full-Time,8.2,23.33,2.3,Yes,23,36.7,Rarely,Often,Yes - Minor (<5%),2,Python,Pandas/Spark/Airflow,10.0,2.0,164.0,0.0,2.0,5.5,,4.9,3.2,2.6,6.6,1.0,8.8,3.7,0.5,3,Yes - Regularly,2.8,5.7,9.3,1.0,Low,2,Low,No,No,No
Dev02734,23,Male,Bengaluru,Karnataka,Single,Mca,Freelance,1-10,Data Scientist,Contract,4.6,38.88,1.2,Yes,91,36.4,Never,Rarely,No,3,Javascript,Node/Express/Mongodb,3.8,0.6,87.0,3.0,1.0,28.4,20.0,6.2,5.2,4.8,5.8,2.0,7.1,3.4,3.6,3,No,5.0,6.2,6.0,1.0,Medium,4,Medium,No,No,No
Dev02735,38,Female,Mumbai,Maharashtra,Single,B.E,Startup,51-200,Backend Developer,Contract,0.5,24.86,0.5,No,84,56.1,Often,Rarely,No,4,Python,Pytorch/Kubernetes,9.7,9.8,71.0,2.0,3.0,42.2,16.2,6.2,6.3,6.6,7.2,2.0,4.4,7.4,8.0,2,No,4.6,5.6,7.0,7.0,,2,Medium,Maybe,Yes,No
Dev02736,25,Female,Bengaluru,Karnataka,Single,B.Tech,Startup,1-10,Data Engineer,Part-Time,6.2,10.11,3.7,Yes,63,62.4,Never,Often,Yes - Moderate (5-20%),1,Java,Spring Boot/Mysql/Aws,7.1,4.9,168.0,3.0,,3.0,7.1,7.4,7.8,7.2,4.9,2.0,3.6,4.3,3.5,0,No,6.1,4.5,4.4,2.0,High,5,High,Yes,Yes,No
Dev02737,26,Male,Hyderabad,Telangana,Single,B.Sc Cs,Service-Based,201-1000,Frontend Developer,Full-Time,12.3,35.19,1.4,No,41,52.1,Rarely,Sometimes,Yes - Major (>20%),2,Typescript,Angular/Nestjs/Mysql,4.4,5.0,171.0,2.0,0.0,15.9,0.3,5.2,6.2,5.1,4.9,9.0,7.3,6.6,0.9,0,No,5.4,3.6,7.2,7.0,Low,2,Medium,No,No,No
Dev02738,30,Male,Kolkata,West Bengal,Single,B.Tech,Product-Based,1001-5000,Cloud Engineer,Full-Time,4.8,32.72,1.3,No,85,40.7,Sometimes,Never,Yes - Minor (<5%),0,Java,Hibernate/Oracle/Jenkins,2.7,1.9,66.0,0.0,4.0,21.0,1.1,3.5,2.9,1.7,7.1,2.0,6.9,5.4,0.9,3,No,2.7,5.4,9.1,3.0,Medium,7,Low,No,No,No
Dev02739,36,Male,Bengaluru,Karnataka,Single,M.Tech,Startup,11-50,Cloud Engineer,Full-Time,12.5,10.18,4.1,No,99,56.5,Always,Rarely,Yes - Moderate (5-20%),0,Php,Laravel/Mysql/Nginx,0.3,11.2,,5.0,0.0,43.9,2.6,2.4,3.0,1.1,5.2,4.0,8.8,3.2,1.1,2,No,2.8,1.4,8.7,5.0,Medium,2,Low,No,No,No
Dev02740,32,Female,Chennai,Tamil Nadu,Married,B.Tech,Service-Based,1001-5000,Frontend Developer,Full-Time,3.9,19.91,1.7,Yes,2,35.0,Never,Never,Yes - Minor (<5%),1,Typescript,React/Graphql/Aws,5.2,1.8,32.0,3.0,2.0,7.7,3.9,3.1,2.2,1.0,5.9,0.0,10.0,2.3,1.0,2,No,3.5,5.4,8.2,9.0,,2,Low,No,No,No
Dev02741,30,Female,Mumbai,Maharashtra,Divorced,B.Tech,Product-Based,1001-5000,Data Scientist,Part-Time,11.1,68.56,0.8,No,84,39.4,Sometimes,Rarely,Yes - Major (>20%),2,Javascript,React/Node/Firebase,1.3,5.3,331.0,1.0,1.0,10.6,5.9,5.6,3.4,4.2,7.4,3.0,8.0,3.6,1.1,1,No,4.3,2.6,8.5,8.0,Medium,1,Low,No,No,No
Dev02742,30,Female,Bengaluru,Karnataka,Single,B.Tech,Service-Based,201-1000,Backend Developer,Full-Time,8.2,25.2,6.0,Yes,64,41.4,Rarely,Rarely,Yes - Major (>20%),4,Java,Microservices/Kafka/Docker,1.7,12.5,65.0,,1.0,0.0,1.9,3.4,3.8,3.2,6.3,3.0,7.0,5.4,5.3,2,No,5.4,7.6,4.0,5.0,Medium,4,Low,No,No,No
Dev02743,28,Female,Hyderabad,Telangana,Single,Mba Tech,Startup,1-10,Full Stack Developer,Full-Time,16.3,46.83,1.6,No,75,62.2,Sometimes,Often,Yes - Moderate (5-20%),5,Java,Spring Boot/Mysql/Aws,1.4,25.0,26.0,6.0,1.0,32.7,7.1,5.5,7.4,4.3,5.4,5.0,5.8,2.0,7.9,4,No,2.1,3.2,8.9,14.0,Medium,3,High,Maybe,Yes,No
Dev02744,31,Male,Mumbai,Maharashtra,Married,B.Tech,Consulting,11-50,Qa Engineer,Full-Time,7.9,33.18,6.0,No,0,48.8,Sometimes,Sometimes,Yes - Major (>20%),2,Kotlin,Spring/Coroutines/Gcp,5.4,1.1,251.0,2.0,2.0,12.8,7.3,6.0,4.5,4.3,7.4,3.0,6.0,2.3,1.6,5,No,5.6,4.1,5.3,2.0,,2,Low,No,No,No
Dev02745,21,Male,Bengaluru,Karnataka,Single,Bca,Service-Based,5000+,Frontend Developer,Full-Time,2.3,12.44,1.0,Yes,22,48.2,Sometimes,Rarely,No,3,Java,Hibernate/Oracle/Jenkins,5.6,10.1,,1.0,2.0,9.1,0.3,4.9,6.3,3.4,3.5,3.0,6.0,4.2,1.3,2,Yes - Occasionally,3.8,3.4,7.1,3.0,Low,4,Medium,No,Yes,No
Dev02746,26,Male,Gurugram,Haryana,Married,B.Tech,Service-Based,5000+,Backend Developer,Full-Time,10.9,22.97,1.7,No,19,51.6,Never,Never,No,1,Javascript,React/Node/Firebase,3.3,6.2,199.0,1.0,2.0,25.0,12.3,5.9,6.5,5.1,6.3,5.0,6.2,3.9,2.3,3,Yes - Occasionally,3.1,2.5,6.0,15.0,Low,6,Medium,Maybe,No,No
Dev02747,29,Male,Indore,Madhya Pradesh,Single,B.Tech,Freelance,1-10,Data Scientist,Full-Time,5.6,26.7,0.7,Yes,99,35.6,Often,Never,Yes - Minor (<5%),4,Javascript,Vue/Django/Postgresql,3.7,0.4,192.0,4.0,1.0,20.0,8.4,4.3,3.9,4.7,6.6,1.0,5.0,7.0,4.1,2,No,5.1,8.2,5.9,3.0,Medium,3,Low,No,No,No
Dev02748,22,Female,Bengaluru,Karnataka,Married,B.Sc Cs,Service-Based,1001-5000,Ml Engineer,Full-Time,2.0,13.82,0.4,Yes,45,84.6,Never,Never,Yes - Moderate (5-20%),1,Javascript,React/Node/Firebase,7.3,1.0,117.0,1.0,2.0,28.7,2.0,6.7,8.1,6.4,6.8,3.0,3.8,4.2,1.3,1,No,6.5,7.2,5.2,1.0,Medium,2,High,Maybe,Yes,No
Dev02749,30,Male,Bengaluru,Karnataka,Divorced,Phd,Product-Based,51-200,Devops Engineer,Full-Time,1.9,39.45,1.9,Yes,2,45.5,Sometimes,Never,No,0,Python,Pandas/Spark/Airflow,1.2,3.6,135.0,2.0,3.0,8.6,0.8,3.1,3.5,2.7,8.4,1.0,7.0,5.8,1.6,2,Yes - Occasionally,3.8,7.0,8.1,3.0,,5,Low,No,No,No
Dev02750,27,Male,Pune,Maharashtra,Married,B.Tech,Service-Based,5000+,Android Developer,Full-Time,3.0,16.16,1.8,No,76,40.0,Often,Sometimes,No,1,C#,.Net/Azure/Sql Server,1.8,3.6,22.0,1.0,0.0,45.9,1.1,4.5,2.7,3.3,6.8,3.0,9.0,5.6,1.8,2,Yes - Regularly,5.1,5.1,5.9,6.0,Medium,2,Low,No,Yes,No
Dev02751,37,Male,Noida,Uttar Pradesh,Single,B.Tech,Consulting,201-1000,Qa Engineer,Full-Time,7.8,28.5,6.5,No,5,46.3,Never,Sometimes,No,1,Java,Microservices/Kafka/Docker,13.0,7.7,107.0,1.0,1.0,60.7,0.7,1.0,1.8,1.5,5.5,3.0,9.3,3.3,2.3,3,Yes - Occasionally,2.2,4.5,9.3,5.0,,4,Low,No,No,No
Dev02752,36,Non-Binary,Hyderabad,Telangana,Married,Mba Tech,Product-Based,51-200,Cloud Engineer,Contract,5.9,19.77,1.1,Yes,83,54.3,Often,Sometimes,Yes - Major (>20%),5,Python,Django/Fastapi/Postgres,30.0,2.8,100.0,2.0,2.0,27.8,7.5,1.0,3.2,1.0,6.2,3.0,8.4,3.3,2.8,6,Yes - Occasionally,3.6,2.3,7.8,1.0,,0,Low,No,No,No
Dev02753,26,Male,Bengaluru,Karnataka,Married,B.Tech,Service-Based,1001-5000,Frontend Developer,Full-Time,3.9,19.34,3.2,Yes,62,35.0,Rarely,Never,Yes - Moderate (5-20%),3,Python,Django/Fastapi/Postgres,3.4,6.3,39.0,2.0,4.0,31.7,3.1,5.9,2.3,3.3,7.8,4.0,8.9,4.0,4.1,4,No,4.5,4.7,6.1,10.0,,3,Low,No,No,No
Dev02754,27,Male,Mumbai,Maharashtra,Married,M.Tech,Service-Based,201-1000,Ml Engineer,Full-Time,1.4,14.99,1.2,No,64,42.9,Rarely,Rarely,Yes - Moderate (5-20%),2,C++,Qt/Cmake/Linux,2.9,25.0,179.0,1.0,1.0,28.7,1.3,5.5,6.0,5.4,5.8,3.0,6.0,2.6,3.6,0,Yes - Regularly,5.8,6.0,5.5,5.0,Very High,4,Medium,No,No,No
Dev02755,28,Male,Kochi,Kerala,Single,B.Tech,Freelance,1-10,Full Stack Developer,Full-Time,2.8,28.65,2.3,No,98,39.4,Never,Rarely,No,1,Typescript,React/Graphql/Aws,1.2,15.1,23.0,1.0,,14.5,0.9,3.6,3.7,2.5,4.1,5.0,6.8,5.9,4.2,3,No,2.3,5.9,9.6,1.0,Low,5,Low,No,No,No
Dev02756,26,Male,Pune,Maharashtra,Married,B.Sc Cs,Consulting,11-50,Data Engineer,Contract,1.0,20.25,0.6,Yes,18,42.6,Sometimes,Rarely,Yes - Minor (<5%),3,Java,Hibernate/Oracle/Jenkins,5.4,3.9,61.0,0.0,2.0,20.6,0.2,3.9,2.9,2.1,7.2,2.0,9.3,5.8,4.8,4,No,3.5,8.0,8.6,13.0,,3,Low,No,No,No
Dev02757,29,Male,Pune,Maharashtra,Single,B.Tech,Service-Based,5000+,Data Scientist,Full-Time,4.0,12.96,2.8,No,36,42.3,Always,Sometimes,No,1,Java,Microservices/Kafka/Docker,3.6,7.3,129.0,2.0,2.0,26.4,1.9,2.3,4.1,1.0,4.0,4.0,6.0,4.7,1.5,5,Yes - Regularly,2.9,5.2,8.2,7.0,Medium,2,Low,No,Yes,No
Dev02758,24,Female,Jaipur,Rajasthan,Single,B.Sc Cs,Consulting,201-1000,Data Engineer,Part-Time,21.8,45.47,4.0,Yes,45,46.9,Often,Never,No,2,Javascript,Node/Express/Mongodb,4.5,2.1,211.0,1.0,2.0,41.5,0.8,2.6,3.1,1.5,8.5,5.0,8.9,3.9,1.7,2,No,1.0,2.7,10.0,18.0,Medium,3,Low,No,Yes,No
Dev02759,22,Male,Noida,Uttar Pradesh,Married,Mba Tech,Product-Based,1001-5000,Android Developer,Full-Time,9.8,44.05,2.0,No,39,48.8,Sometimes,Never,Yes - Moderate (5-20%),1,Java,Hibernate/Oracle/Jenkins,12.4,7.6,105.0,2.0,0.0,31.2,0.0,3.8,3.7,5.5,6.4,3.0,9.0,4.5,3.4,4,No,5.2,3.3,7.4,5.0,Medium,3,Low,No,Yes,No
Dev02760,31,Female,Noida,Uttar Pradesh,Single,Mba Tech,Product-Based,5000+,Qa Engineer,Full-Time,2.9,42.13,0.6,Yes,45,35.3,Often,Never,Yes - Moderate (5-20%),3,Java,Hibernate/Oracle/Jenkins,12.3,5.1,319.0,1.0,4.0,42.8,1.0,3.8,2.2,4.5,3.5,5.0,9.7,4.0,1.1,4,No,5.8,6.3,7.6,8.0,Low,6,Low,No,Yes,No
